"nameWithOwner","description","tag"
"HyperChicken-Interactive/flashcard","A Swift 3.0 Flashcard App for iOS","[""swift"",""ios"",""app"",""for"",""a""]"
"xinmyname/HandsomeURLSession","NSURLSession extensions for iOS, watchOS, tvOS & macOS","[""nsurlsession"",""macos"",""tvos"",""for"",""extensions""]"
"jiachenmu/JSONTOModel","ManoBoo(iOS 如何写一个json转Model工具)文中的Demo","[]"
"Alenw/image_script","A quick format image size script  for iOS developer and Android developer;","[""ios"",""android"",""image"",""image-size"",""size"",""format"",""script"",""for"",""developer"",""quick"",""a"",""and"",""ios-developer""]"
"kartaview/ios","iOS app for collecting KartaView data","[""ios"",""app"",""ios-app"",""data"",""for""]"
"kazamihayato/iOS-Category","常用分类的整理和总结","[]"
"mixpanel/mixpanel-swift","Official iOS (Swift) Tracking Library for Mixpanel Analytics","[""ios"",""analytics"",""tracking"",""mixpanel"",""library"",""for"",""official""]"
"instacart/TrueTime.swift","NTP library for Swift and Objective-C. Get the true time impervious to device clock changes.","[""swift"",""get"",""time"",""device"",""clock"",""library"",""ntp"",""for"",""the"",""to"",""true-time"",""and""]"
"fastlane-community/trainer","Convert xcodebuild plist and xcresult files to JUnit reports","[""junit"",""plist"",""xcodebuild"",""files"",""convert"",""reports"",""to"",""and"",""xcresult""]"
"ProRTC/prortc_ios_samples","An easy-to-use framework provides native WebRTC support on iOS platform.","[""ios"",""native"",""webrtc"",""framework"",""easy-to-use"",""support"",""on"",""an""]"
"ty0x2333/TyStrings","strings file tool for iOS / macOS developers","[""ios"",""file"",""macos"",""tool"",""strings"",""for"",""developers""]"
"chanhx/Octogit","an iOS client for GitHub","[""ios"",""github"",""client"",""for"",""an"",""ios-client""]"
"richardjrossiii/mach_override_example","An example using of mach_override on iOS to hook the Objective-C runtime.","[""objective-c"",""ios"",""hook"",""example"",""the"",""to"",""on"",""using"",""an""]"
"timelywind/YUCategory","iOS 各种日常实用category合集","[""ios""]"
"jaygreco/PokemonSTAY","A Pokemon GO location hack for non-jailbroken iOS devices using dylib injection.","[""ios"",""dylib"",""location"",""go"",""hack"",""pokemon"",""pokemon-go"",""ios-devices"",""for"",""devices"",""using"",""a"",""non-jailbroken""]"
"BrunnerLivio/pokemongo-pokedex",":tiger: :dog: :cow: Pokédex for Pokémon GO for iOS, Android and Web.","[""android"",""go"",""for"",""and""]"
"whitef0x0/ExampleCalc","A simple calculator for iOS ","[""ios"",""calculator"",""simple"",""for"",""a""]"
"wzgiceman/DownProgressView","Android自定义view之仿ios-appstore下载进度按钮可设置大小，高度，颜色，各状态图片类型！","[]"
"RN-Components/react-native-datepicker","react-native datePicker component both of iOS and Android","[""ios"",""android"",""react-native"",""datepicker"",""component"",""datepicker-component"",""and""]"
"bourvill/OpenWeatherKit",":partly_sunny: Swift OpenWeatherMap Kit :partly_sunny:","[""swift"",""openweathermap"",""kit""]"
"wireapp/wire-ios","📱 Wire for iOS (iPhone and iPad)","[""ios"",""wire"",""for"",""and""]"
"istornz/iPokeGo","A native iOS client to map the Pokemon around you!","[""ios"",""native"",""client"",""map"",""pokemon"",""the"",""to"",""a"",""ios-client""]"
"joncardasis/ChromaColorPicker",":art: An intuitive iOS color picker built in Swift.","[""ios"",""picker"",""color-picker"",""color"",""in"",""an"",""ios-color""]"
"tlenclos/react-native-audio-streaming","iOS & Android react native module to play an audio stream, with background support and media controls","[""ios"",""android"",""background"",""audio"",""react-native"",""native"",""module"",""media"",""controls"",""react"",""react-native-module"",""play"",""with"",""native-module"",""support"",""to"",""and"",""an""]"
"aggarwalankush/ionic-push-base","Ionic Push Notifications Base App for iOS and Android","[""ios"",""android"",""notifications"",""push"",""app"",""ionic"",""push-notifications"",""base"",""for"",""and""]"
"wireapp/wire-ios-ziphy","https://wire.com","[]"
"wireapp/wire-ios-link-preview","🏷 Open Graph data parser used to generate link previews","[""graph"",""open-graph"",""data"",""parser"",""generate"",""open"",""link"",""to"",""data-parser""]"
"IntergalacticPenguin/mobile-toolkit","📱 Shell scripts for Android and iOS device management","[""ios"",""android"",""shell"",""device"",""management"",""device-management"",""scripts"",""for"",""shell-scripts"",""and"",""ios-device""]"
"moneymanagerex/ios-money-manager-ex","iOS version of Money Manager Ex","[""ios"",""version"",""money"",""manager"",""money-manager"",""ios-version""]"
"RiiConnect24/IOS-Patcher","Patches the RSA Key and applies mail patches in IOS31 and IOS80 on the Wii so you can use RiiConnect24.","[""rsa"",""key"",""mail"",""so"",""can"",""in"",""the"",""on"",""and"",""wii"",""rsa-key""]"
"PokeMapCommunity/PokeMap-iOS","Pokemon Go Map for iOS with Local Notifications","[""ios"",""notifications"",""local"",""go"",""map"",""local-notifications"",""pokemon"",""pokemon-go"",""for"",""with""]"
"chinawsb/QSDK","Android/iOS application SDK translation for Delphi","[""sdk"",""delphi"",""translation"",""application"",""for""]"
"aggarwalankush/push-notification-server","Server code to send Push Notification to iOS or Android device","[""push-notification"",""ios"",""android"",""server"",""push"",""device"",""send"",""android-device"",""notification"",""code"",""to""]"
"sfcd/SFProgressCircle","A circular gradient progress view implementation for iOS (supports partial circle)","[""ios"",""view"",""gradient"",""progress"",""implementation"",""circular"",""for"",""progress-view"",""partial"",""a"",""gradient-progress""]"
"wzxjiang/Viscosity","Autolayout DSL for iOS","[""ios"",""autolayout"",""dsl"",""for""]"
"Wolkabout/WolkSense-Hexiwear-","Applications for iOS and Android which pair with Hexiwear BLE devices and send sensor readings to WolkSense sensor data cloud ","[""ios"",""android"",""cloud"",""send"",""ble"",""sensor"",""pair"",""data"",""for"",""with"",""devices"",""to"",""applications"",""sensor-data"",""and"",""ble-devices""]"
"skyseraph/PlistAutoCreate","A shell script for auto create plist and html publish file for iOS app.  ","[""html"",""ios"",""file"",""publish"",""shell"",""plist"",""script"",""shell-script"",""auto"",""for"",""a"",""create"",""and""]"
"kevinMkY/KKAudioListenManager","iOS - 监听音量按键及监听静音按键,自定义音量条","[""ios""]"
"kazamihayato/iOS-CustomControl","一些通用的UI控件封装","[]"
"scotbond/PokemonGoSwiftAPI","Swift (iOS app) port for the Pokemon GO API","[""swift"",""api"",""port"",""go"",""pokemon"",""pokemon-go"",""for"",""the""]"
"Teprince/libcss-ios","CSS parser of Netsurf project.","[""css"",""parser""]"
"clone123/Hybrid","移动端 Android / IOS 平台，Hybrid开发，新闻自媒体业","[""ios"",""android""]"
"SwirlNetworks/swirl-sdk-ios","Swirl Networks Proximity SDK (iOS)","[""sdk"",""proximity""]"
"chester39/CCWeibo","Weibo iOS App by Chester Chen","[""ios"",""app"",""ios-app"",""chester"",""weibo""]"
"milo-du/ImageView","手机端图片查看插件，安卓4.0以上及IOS支持放大缩小。","[]"
"genxium/ReactNativeStarterPackage","A pet project that combines react-native and react-native-web to help create cross-platform (hmm, not quite, only iOS, Android and web clients supported) apps conveniently.","[""android"",""react-native"",""web"",""cross-platform"",""project"",""apps"",""react-native-web"",""help"",""pet-project"",""to"",""a"",""not"",""only"",""create"",""pet"",""and"",""clients""]"
"Desgard/iOS-Source-Probe","🔎 iOS 源码探求系列 ","[""ios""]"
"BeauNouvelle/FaceAware","An extension that gives UIImageView the ability to focus on faces within an image.","[""uiimageview"",""focus"",""extension"",""the"",""to"",""on"",""an""]"
"soffes/CommonCrypto","CommonCrypto Swift module","[""swift"",""module"",""commoncrypto""]"
"poberwong/react-native-segment-tab","segment-tab looks like ios component","[""ios"",""component"",""ios-component"",""like""]"
"webersongao/DouMao_iOS","wordpress博客移动iOS版，点击链接了解更多：","[]"
"zhengmin1989/MyArticles","蒸米的文章（iOS冰与火之歌系列，一步一步学ROP系列，安卓动态调试七种武器系列等）","[]"
"chenjiangchuan/OpenGL-ES-iOS","iOS平台OpenGL-ES学习Demo","[]"
"softwarenerd/GreatCircle","iOS framework that provides a set of extensions to the CLLocation.","[""ios"",""set"",""framework"",""extensions"",""the"",""to"",""a"",""ios-framework""]"
"Moneris/eCommerce-Canada-ApplePaySDK-iOS","eCommerce Canada ApplePaySDK iOS","[""ios"",""ecommerce"",""canada""]"
"dengjunwen/loanCaculator","ionic 贷款计算器。消费金融适用-h5 android ios","[""ios"",""android"",""ionic"",""android-ios""]"
"pivotal-sg/turbolinks-5-native-navigation-demo","Demo repos for iOS and Rails to show how to wrap your Rails app with Turbolinks 5 on iOS, substituting your normal HTML navigation for native views on iOS.","[""html"",""ios"",""native"",""navigation"",""app"",""demo"",""rails"",""views"",""turbolinks"",""for"",""with"",""show"",""to"",""on"",""how"",""how-to"",""5"",""and""]"
"Meterwhite/MathStringExpression","objective-c计算数学表达(算术表达式)式框架，开发iOS计算器/Framework of analytical math expressions","[""math"",""math-expressions""]"
"peter-m-shi/ZSkin","Powerful skin/theme manager for iOS,customize and change/switch app's UI/appearance","[""manager"",""for"",""powerful"",""and""]"
"marcpaes/Xamarin.Ios.ConfettiView","Port of SAConfettiView to Xamarin.Ios","[""xamarin.ios"",""port"",""to""]"
"surfstudio/SwiftCodestyle","Style guide for writing in Swift.","[""style"",""guide"",""style-guide"",""for"",""in""]"
"yohannes/wlkthru","An iOS app that display swipeable walkthrough screens with working Registration & Login page","[""ios"",""display"",""registration"",""app"",""login"",""ios-app"",""page"",""walkthrough"",""working"",""swipeable"",""with"",""login-page"",""an""]"
"thefreshduke/SpectraWorkshop-iOS1","Learn the basics of Swift syntax and storyboarding to build a simple iOS stopwatch","[""swift"",""ios"",""build"",""syntax"",""simple"",""basics"",""learn"",""stopwatch"",""the"",""to"",""a"",""and"",""swift-syntax""]"
"sunbohong/iOSInterviewQuestions","iOS面试题合集（精华版）","[]"
"thefreshduke/SpectraWorkshop-iOS2","Learn how to integrate basic functionalities and the Twitter API to build a fancy alarm clock","[""api"",""alarm"",""twitter"",""build"",""clock"",""basic"",""alarm-clock"",""twitter-api"",""learn"",""fancy"",""the"",""to"",""a"",""how"",""how-to"",""and""]"
"elvianyang/GYCache","iOS cache library (contains memory cache and disk cache)","[""ios"",""memory"",""library"",""cache"",""disk"",""memory-cache"",""and""]"
"yunhe-lin/PYUtil","tool util  for ios   by peerson(yunhe-lin)","[""ios"",""tool"",""util"",""for""]"
"FSecureLABS/needle","The iOS Security Testing Framework","[""ios"",""security"",""testing"",""framework"",""security-testing"",""testing-framework"",""the"",""ios-security""]"
"MuShare/Httper-iOS","App for developers to test REST API.","[""rest"",""app"",""test"",""for"",""developers"",""to""]"
"ruby-china/ruby-china-ios","Ruby China iOS via Turbolinks","[""ios"",""ruby"",""turbolinks"",""china"",""ruby-china""]"
"wevote/WeVoteReactNative","We Vote's iOS and Android versions.","[""ios"",""android"",""and""]"
"acegreen/Bitcoin-Sample-iOS-App","BitLive is a simple app that displays Bitcoin's current price as well as a 28 day historic chart in USD, GDP & EUR","[""app"",""simple"",""chart"",""price"",""in"",""as"",""current"",""simple-app"",""a""]"
"ineyee/WYMultimediaDemo","iOS图片, 音频, 视频的获取, 压缩及上传Demo","[]"
"Haifisch/kuzz","ios iokit fuzzer (really probably isn't that useful anymore tbh)","[""ios"",""iokit"",""fuzzer""]"
"txHe/TXInputMethod","一款iOS第三方输入法，供分享、学习和拓展之用。","[]"
"inflex/ios2vcard","Convert iOS Address book directly to vCard file","[""ios"",""file"",""book"",""address"",""convert"",""to"",""address-book"",""vcard""]"
"ypli-chn/YLNetworking","This is a networking layer designed for iOS App based on RTNetworking and AFNetworking. Demo is designed by RAC+MVVM.","[""ios"",""networking"",""layer"",""this"",""app"",""demo"",""ios-app"",""for"",""based"",""on"",""a"",""and""]"
"lkisme/ios-clip","code clips for iOS. Objective-C or Swift","[""objective-c"",""swift"",""clips"",""for"",""code""]"
"opprime/EditTextField","Android端带删除按钮的EditText输入框，仿IOS输入框，可通过自定义属性clearButtonMode设置clear按钮的显示方式。","[]"
"OpenSoftwareSolutions/libHaru","iOS and macOS Framework wrapper for libHaru","[""ios"",""macos"",""framework"",""wrapper"",""for"",""and"",""libharu""]"
"yjmade/ios_camera_object_detection","Realtime mobile visualize based  Object Detection based on TensorFlow and YOLO model","[""mobile"",""object"",""model"",""detection"",""tensorflow"",""object-detection"",""yolo"",""realtime"",""based"",""on"",""and""]"
"asavihay/PBROrbs-iOS10-SceneKit","Amazing Physically Based Rendering using the new iOS 10 SceneKit","[""ios"",""scenekit"",""rendering"",""new"",""amazing"",""the"",""based"",""using"",""10"",""ios-10""]"
"mddub/G4ShareSpy","iOS framework to read Dexcom G4 Share data over BLE.","[""ios"",""share"",""read"",""framework"",""data"",""to"",""dexcom"",""ios-framework"",""over""]"
"CrazyRoy/Grallery","Tools | 画廊 | iOS","[""ios"",""tools""]"
"shorfng/iOS_6.0_Graphics_and_multimedia","iOS_6.0_图形和多媒体","[]"
"dobnezmi/SwiftySlideMenu","Slide animation menu for iOS","[""ios"",""animation"",""menu"",""slide"",""for"",""slide-animation""]"
"JonathanRitchey03/Equalizer3D","iOS Realtime 3D Equalizer - Swift, SceneKit","[""ios"",""3d"",""scenekit"",""realtime"",""equalizer""]"
"mystise/iOSDevCamp2016","Voxel terrain generator, port to Swift and Metal","[""swift"",""metal"",""port"",""voxel"",""to"",""and""]"
"tevjef/uct-ios","iOS client for University Course Tracker. An application to view university courses and subscribe to their openings. ","[""ios"",""view"",""client"",""application"",""university"",""subscribe"",""course"",""for"",""to"",""and"",""an"",""ios-client""]"
"Juice805/Pokegear-GO","A standalone Pokemon GO scanner for iOS","[""ios"",""go"",""scanner"",""pokemon"",""standalone"",""pokemon-go"",""for"",""a""]"
"maximbilan/UITextViewPlaceholder","UITextView Placeholder Tutorial","[""uitextview"",""placeholder"",""tutorial"",""uitextview-placeholder""]"
