"nameWithOwner","description","tag"
"orta/ARAnalytics","Simplify your iOS/Mac analytics","[""analytics""]"
"ibireme/YYCache","High performance cache framework for iOS.","[""performance"",""framework"",""cache""]"
"BohdanOrlov/ios-skills-matrix","iOS Developer Skills Matrix","[""ios"",""matrix"",""developer""]"
"dashvlas/awesome-ios-interview","📲 The curated list of iOS Developer interview questions and answers, Swift & Objective-C","[""objective-c"",""swift"",""ios"",""list"",""interview"",""developer"",""interview-questions"",""curated-list""]"
"CoderJackyHuang/IOSCallJsOrJsCallIOS","A good demo for iOS call js and js call ios native, using JavaScriptCore after iOS 7.0.","[""ios"",""call"",""javascriptcore"",""demo""]"
"doushiDev/ds_ios","逗视iOS客户端","[]"
"ello/ello-ios","Ello's open source iOS app","[""ios"",""open-source"",""app"",""ios-app""]"
"Estimote/iOS-Indoor-SDK","Estimote Indoor SDK for iOS","[""sdk"",""ios"",""estimote""]"
"johnlui/Swift-On-iOS","JohnLui 的 Swift On iOS 代码仓库","[""swift"",""ios"",""johnlui""]"
"singro/v2ex","An iOS client for v2ex.com","[""ios"",""client""]"
"chaitin/passionfruit","[WIP] Crappy iOS app analyzer","[""ios"",""app"",""ios-app""]"
"heitorfr/ios-image-editor","iOS View Controller for image cropping. An alternative to the UIImagePickerController editor with extended features.","[""ios"",""image"",""editor"",""view"",""uiimagepickercontroller"",""controller""]"
"bytesking/AutoPacking-iOS","iOS自动打包脚本 多项选择 一行上传指定位置","[]"
"jeantimex/ios-swift-collapsible-table-section",":iphone: A simple iOS Swift project demonstrates how to implement collapsible table section.","[""swift"",""ios"",""project"",""table"",""ios-swift""]"
"Boris-Em/BEMSimpleLineGraph","Elegant Line Graphs for iOS. (Charting library)","[""line""]"
"shyambhat/InstagramKit","The unofficial Instagram iOS SDK","[""sdk"",""ios"",""instagram"",""ios-sdk""]"
"PengfeiWang666/iOS-getClientInfo","📱📲iOS中获取各种设备信息🆔的方法总结(iPhone 11 已更新)","[]"
"dekatotoro/SlideMenuControllerSwift","iOS Slide Menu View based on Google+, iQON, Feedly, Ameba iOS app.  It is written in pure swift.","[""ios"",""view"",""menu"",""slide""]"
"Desgard/iOS-Source-Probe","🔎 iOS 源码探求系列 ","[""ios""]"
"ksvc/KSYMediaPlayer_iOS","金山云iOS播放SDK（KSYUN Live Streaming player SDK），支持RTMP HTTP-FLV HLS 协议（supporting RTMP HTTP-FLV HLS protocol），直播延时2-3秒（Living delay 2 or 3 seconds）","[""rtmp"",""delay"",""live-streaming"",""player"",""live""]"
"Charimon/iosViews","Sketch plugin to generate ios view code","[""ios"",""view"",""plugin"",""code""]"
"ayushgoel/AGEmojiKeyboard","Emoji Keyboard for iOS","[""keyboard"",""ios"",""emoji""]"
"Alua-Kinzhebayeva/iOS-PDF-Reader","PDF Reader for iOS written in Swift","[""swift"",""ios"",""pdf""]"
"loldi/iOS","Repository for various Swift 2.0 things","[""swift"",""repository""]"
"FirebaseExtended/firechat-ios","An example chat application built using the Firebase iOS SDK","[""sdk"",""ios"",""firebase"",""chat"",""example"",""chat-application"",""ios-sdk""]"
"aryaxt/iOS-Rich-Text-Editor","A Rich Text Editor for iOS","[""ios"",""text"",""editor"",""rich-text-editor"",""text-editor""]"
"Grouper/FlatUIKit","A collection of awesome flat UI components for iOS.","[""components"",""awesome"",""ui"",""ui-components""]"
"klaus01/KLGenerateSpamCode","iOS 马甲应用工具","[""ios""]"
"path/FastImageCache","iOS library for quickly displaying images while scrolling","[""ios"",""library""]"
"2877025939/iOS11","这里总结了大家iOS 11，iPhone X 适配问题.如有问题，欢迎大家讨论.","[]"
"Aufree/ESTMusicPlayer","An elegant and simple iOS music player.","[""ios"",""music""]"
"anyrtcIO-Community/anyRTC-RTMPC-iOS","基于RTMP和RTC混合引擎的视频连麦互动直播","[]"
"FaceAR/OpenFaceIOS","OpenFace is get from https://github.com/TadasBaltrusaitis/OpenFace, a state-of-the art open source tool intended for facial landmark detection, head pose estimation, facial action unit recognition, and eye-gaze estimation. And I create an ios project. Delete Dlib,TBB,Boost. Only use OpenCV .","[""ios"",""get"",""opencv"",""open-source"",""action"",""art""]"
"cristeab/ios-cmake","A toolchain file and examples using cmake for iOS development (this is a fork of a similar project found on code.google.com)","[""ios"",""file"",""cmake"",""project"",""development""]"
"Zuikyo/iOS-System-Symbols","Share iOS system framework's symbol files. Useful for symbolicating iOS crash report.","[""ios"",""crash"",""share"",""system"",""ios-crash""]"
"Kickflip/kickflip-ios-sdk","Kickflip iOS SDK","[""sdk"",""ios"",""ios-sdk""]"
"NetEaseGame/iOS-private-api-checker","[Deprecated] iOS-private-api-checker 苹果iOS私有API检查工具 Developer tool to scan iOS apps for private API usage before submitting to Apple","[""ios"",""api"",""private"",""apps"",""developer"",""apple""]"
"yuenov/reader-ios","阅小说iOS客户端源码","[]"
"weida-studio/QQ","QQ For iOS code","[""ios"",""qq"",""code""]"
"cocos2d/cocos2d-objc","Cocos2d for iOS and OS X, built using Objective-C","[""objective-c"",""ios""]"
"zweigraf/face-landmarking-ios","👦 Basic face landmarking on iPhone with Dlib via Swift & ObjC++","[""swift"",""iphone"",""dlib"",""face"",""face-landmarking""]"
"mruegenberg/ios-linechart","Interactive linecharts for the simplicity-loving iOS developer.","[""ios""]"
"6ag/BaoKanIOS","新闻demo","[]"
"liuyujiahuan/bjsxt_ios_inke","仿映客直播项目","[]"
"evernote/evernote-sdk-ios","Evernote SDK for iOS","[""sdk"",""ios"",""evernote""]"
"sshiqiao/douyin-ios-swift","抖音 iOS Swift版","[""ios""]"
"amazon-archives/aws-sdk-ios-v1","ARCHIVED: Version 1 of the AWS SDK for iOS","[""sdk"",""ios"",""aws-sdk"",""version""]"
"promet/PRAugmentedReality","iOS Augmented Reality Framework","[""ios"",""augmented-reality"",""framework""]"
"FortechRomania/ios-mvp-clean-architecture","Demo iOS application built to highlight MVP (Model View Presenter) and Clean Architecture concepts","[""ios"",""view"",""architecture"",""mvp"",""highlight"",""clean-architecture"",""demo""]"
"kulpreetchilana/Custom-iOS-Keyboards","Easily customizable custom inputView for iOS that imitates the native iOS keyboard.","[""ios"",""inputview"",""native"",""customizable""]"
"willpowell8/LocalizationKit_iOS","Realtime Dynamic localization translation delivery system for iOS and Mac OSX in Swift. Create and update texts from localization.com without needing to recompile or redeploy. Cocapod for iOS devices (iPad, iPhone, iPod Touch and Mac)","[""ios"",""touch"",""localization"",""dynamic"",""translation"",""system"",""osx"",""mac"",""realtime""]"
"facebookarchive/WebDriverAgent","A WebDriver server for iOS that runs inside the Simulator.","[""ios"",""server""]"
"jlamarche/iOS-OpenGLES-Stuff","Various scripts, utils, and code examples for OpenGL ES programming for iOS","[""ios"",""opengl-es"",""opengl"",""code""]"
"vigossjjj/CrashMonkey4IOS","iOS Monkey Test Tool.","[""ios"",""monkey""]"
"EleTeam/Shop-for-iOS","IOS商城，电商开源APP，类似京东商城，天猫商城，淘宝，去年开发的一个项目，现在把它分享出来。服务端是用Java写的，对应项目是Shop-for-JavaWeb。注意：该项目已经不再维护了，请使用 ETShop-for-iOS","[]"
"iOSputao/iOS-","一些面试题总结，希望对你有帮助，同时希望你能来一起完善它！","[]"
"9magnets/iOS-Developer-and-Designer-Interview-Questions","A small guide to help those looking to hire a developer or designer for iOS work. While tailored for iOS, many questions could be used for Android developers or designers as well. A great self-test if you're looking to keep current or practice for your own interview. ","[""ios"",""android"",""developer"",""guide""]"
"CameraKit/camerakit-ios","Library for iOS Camera API. Massively increase performance and ease of use within your next iOS Project.","[""ios"",""camera"",""performance"",""ios-camera"",""library""]"
"guangqiang-liu/iOS-Component-Pro","iOS 组件化开发项目架构设计，结合 MVVM 设计模式 + RAC 数据绑定 + Pod 组件管理， 实现一套实战性的iOS组件化架构","[""ios"",""mvvm"",""pod""]"
"RobertYim/ShadowsocksX","Fork of shadowsocks-iOS","[]"
"AlfredTheBest/iOS_core_animation","📙iOS核心动画高级技巧","[]"
"davidmurray/ios-reversed-headers","Reverse engineered C headers from various iOS frameworks.","[""ios"",""c"",""reverse""]"
"TouchCode/TouchXML","iOS port of NSXMLDocument","[""ios"",""port""]"
"andrei200287/SAVideoRangeSlider","iOS Video trim control","[""ios"",""video"",""trim"",""control"",""video-trim""]"
"fossasia/open-event-attendee-ios","iOS app for open event","[""ios"",""app"",""ios-app""]"
"onthecodepath/iOS-Interview-Questions","A curated list of iOS interview questions and answers","[""ios"",""list"",""interview"",""interview-questions"",""ios-interview"",""curated-list""]"
"macmade/OpenCV-iOS","OpenCV (Open Source Computer Vision) is a library of programming functions for real time computer vision. This project is a port of the OpenCV library for Apple iOS. It includes two XCode projects: one for iPhone, the other one for iPad.","[""xcode"",""opencv"",""time"",""project"",""port"",""this"",""real-time"",""library"",""apple""]"
"airbrake/airbrake-ios","A Airbrake Notifier for iOS","[""ios""]"
"NoCodeNoWife/LLRiseTabBar-iOS","仿淘宝闲鱼的 TabBar","[""tabbar""]"
"sinuos-zz/shadowsocks-iOS","Fork of shadowsocks/shadowsocks-iOS","[]"
"giftbott/iOSDevLinks","iOS 개발자를 위한 링크 모음","[""ios""]"
"moqod/ios-scratch-n-see","The project provides en effect when the user swipes the finger over one texture and by swiping reveals the texture underneath it. The effect can be applied for scratch-card action or wiping a misted glass.","[""project"",""action"",""effect""]"
"todotxt/todo.txt-ios","Official Todo.txt iOS app for managing your todo.txt file stored in Dropbox.","[""ios"",""file"",""app"",""ios-app""]"
"DarielChen/iOSTips","记录iOS（Swift）开发中的一些知识点、小技巧","[]"
"robbykraft/Panorama","Spherical panorama view, iOS","[""ios""]"
"brow/leaves","A page-turning interface for iOS apps","[""ios"",""interface"",""apps""]"
"ecstasy2/toast-notifications-ios","We at Guru software really love toast notifications available on android OS, so we've built a similar feature for the IOS enabled devices.","[""ios"",""android"",""notifications"",""toast""]"
"wayfair-archive/brickkit-ios","DEPRECATED - BrickKit For IOS ","[""ios"",""deprecated""]"
"Ramotion/animated-tab-bar",":octocat: RAMAnimatedTabBarController is a Swift UI module library for adding animation to iOS tabbar items and icons. iOS library made by @Ramotion","[""swift"",""ios"",""animation"",""module"",""tabbar"",""items"",""library"",""ui""]"
"uber/rides-ios-sdk","Uber Rides iOS SDK (beta)","[""sdk"",""ios"",""uber"",""ios-sdk""]"
"sobri909/MGBoxKit","Simple, quick iOS tables, grids, and more","[""ios""]"
"coolnameismy/ios-tips","ios开发当中常用遇到的问题和解决方法的收集，包括ios和swift","[]"
"schneiderandre/popping","A collection of animation examples for iOS apps.","[""ios"",""animation""]"
"twitter/CocoaSPDY","SPDY for iOS and OS X","[""ios""]"
"lexrus/ios-dev-playbook","不会运维的 iOS 开发不是好设计师。这个 Ansible Playbook 能快速配置 iOS 开发需要的服务，安装如 Gogs、GitLab、Jenkins、Ghost、Ajenti 等常用服务。","[""ios"",""ansible"",""playbook""]"
"crashlytics/cannonball-ios","Cannonball is the fun way to create and share stories and poems on your phone. This app uses all the features of Fabric for iOS.","[""share"",""this"",""app"",""fabric""]"
"Ink/ios-picker","[DEPRECATED] The easiest way to import content into your application. http://filepicker.io","[""import""]"
"appbrewery/Xylophone-iOS13","Learn to Code While Building Apps - The Complete iOS Development Bootcamp","[""ios"",""development"",""apps"",""code""]"
"BoostIO/boostnote-mobile","Boostnote for iOS and Android 🚀","[""ios"",""android"",""boostnote""]"
"moqod/ios-qr-code-encoder","This is an Objective-C library that helps to easily convert a UIImage with a QR-code from NSString with just one line of code.","[""objective-c"",""uiimage"",""nsstring"",""line"",""qr-code"",""this"",""library""]"
"openremote/iOS","OpenRemote iOS console and other OpenRemote related iOS platform and library development","[""ios"",""console"",""platform"",""library"",""development""]"
"hansquirrel/IOShootGameDemo","a demo for IO game(Realtime multiplayer game) framework ","[""multiplayer"",""io"",""framework"",""demo""]"
"moqod/ios-qr-code-encoder","This is an Objective-C library that helps to easily convert a UIImage with a QR-code from NSString with just one line of code.","[""objective-c"",""uiimage"",""nsstring"",""line"",""qr-code"",""this"",""library""]"
"openremote/iOS","OpenRemote iOS console and other OpenRemote related iOS platform and library development","[""ios"",""console"",""platform"",""library"",""development""]"
"BradLarson/GPUImage","An open source iOS framework for GPU-based image and video processing","[""ios"",""video"",""image"",""processing"",""open-source"",""video-processing"",""framework""]"
"evernote/evernote-cloud-sdk-ios","Evernote Cloud SDK for iOS","[""sdk"",""ios"",""cloud"",""evernote""]"
"casatwy/RTNetworking","The networking layer for iOS App.","[""ios"",""networking"",""layer""]"
"Virtue86/Shadowrocket---iOS-ipa","Shadowrocket，一款要垮区域购买，或者通过国内第三方平台才能安装的VPN软件，但是我们iOS开发者几乎只会用mac，现在Itunes又限制了应用ipa包的安装，但是没有了Itunes，我们有xcode！！","[]"
"pgorzelany/iOS-project-template","A template to jumpstart your next iOS project integrating best practices and tools","[""ios"",""project"",""best-practices"",""tools"",""template""]"
"nihp-public/COVID-19-app-iOS-BETA","Source code of the Beta of the NHS COVID-19 iOS app","[""ios"",""beta"",""app"",""source-code"",""ios-app"",""code"",""covid-19""]"
"x2on/libssh2-for-iOS","A script for compiling libssh2 for iOS Devices (iPhone, iPad, iPod Touch). The example app can connect to an server with SSH and execute commands.","[""ios"",""server"",""ssh"",""connect"",""app"",""example""]"
"NghiaTranUIT/FeSpinner","Rocket Loader Collection for iOS app","[""ios"",""loader"",""app"",""rocket"",""ios-app""]"
"phpmaple/Stick-Hero-Swift","a universal iOS Game using Swift and iOS SpriteKit","[""swift"",""ios"",""universal"",""game"",""spritekit""]"
"calebd/SimpleAuth","Simple social authentication for iOS.","[""authentication"",""social""]"
"honcheng/iOS-StyledPageControl","Customizable PageControl for iOS","[""ios"",""customizable""]"
"digitalfruit/limejs","HTML5 game framework for web and iOS","[""ios"",""web"",""framework"",""game""]"
"Jpadilla1/react-native-ios-charts","Bringing iOS Charts to React Native","[""ios"",""react-native"",""native"",""charts"",""ios-charts"",""react""]"
